activ	provin	anio
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2015
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2016
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	ESMERALDAS	2017
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2015
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2016
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GALAPAGOS	2017
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2015
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2016
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	GUAYAS	2017
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2015
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2016
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	IMBABURA	2017
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2015
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2016
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOJA	2017
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2015
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2016
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	LOS RIOS	2017
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2015
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2016
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MANABI	2017
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
B	MORONA SANTIAGO	2015
